year,no,key,link,item,item2
112,40,B,,"下列敘述何者錯誤？
①Porphyria cutanea tarda(PCT)與hepatic uroporphyrinogen decarboxylase活性受抑制有關。
②PCT和erythropoietic protoporphyria主要的臨床表現皆為blistering photosensitivity。
③PCT之病人，應注意是否有其他susceptibility factors，例如alcohol consumption、 estrogen use、smoking、hepatitis C、HIV。
④PCT之治療，可以考慮放血(phlebotomy)，治療目標是ferritin 15 to 20 ng/mL；或低劑量之hydroxychloroquine (100mg, twice weekly )，可以避免full dose之side effect。
A. ①　　B. ②　　C. ③　　D. ④","Which of the following statements is wrong?
①Porphyria cutanea tarda (PCT) is related to the inhibition of hepatic uroporphyrinogen decarboxylase activity.
②The main clinical manifestations of PCT and erythropoietic protoporphyria are blistering photosensitivity.
③Patients undergoing PCT should pay attention to whether there are other susceptibility factors, such as alcohol consumption, estrogen use, smoking, hepatitis C, and HIV.
④For the treatment of PCT, phlebotomy can be considered. The treatment target is ferritin 15 to 20 ng/mL; or low-dose hydroxychloroquine (100mg, twice weekly) to avoid the side effect of full dose.
A. ① B. ② C. ③ D. ④"
112,41,E,,"下列哪些疾病可能出現針刺試驗(pathergy test)陽性反應？
①Behçet disease
②Pyoderma gangrenosum
③Rheumatoid arthritis
④Crohn disease
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Which of the following diseases may result in a positive reaction to the pathology test?
①Behçet disease
②Pyoderma gangrenosum
③Rheumatoid arthritis
④Crohn disease
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
112,42,C,,"關於藥物不良反應/副作用，下列敘述何者正確？
①Fluorouracil和bleomycin皆可能是造成flagellated pattern skin pigmentation的藥物。
②Immune checkpoint point inhibitors可能引起lichen planus-like eruptions、bullous pemphigoid、Stevens-Johnson syndrome/ toxic epidermal necrolysis(SJS/TEN)等的皮膚不良反應。
③Allopurinol是國人引起的嚴重藥物過敏反應(如SJS/TEN)的常見藥物之一，台灣的研究發現和HLA-B*5801有強烈相關。
④常見引發fixed drug eruption的藥物，包括sulfonamide和tetracycline類抗生素、非類固醇抗發炎藥（NSAID），但不包含acetaminophen。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding adverse drug reactions/side effects, which of the following statements is correct?
① Both Fluorouracil and bleomycin may be drugs that cause flagellated pattern skin pigmentation.
②Immune checkpoint point inhibitors may cause skin adverse reactions such as lichen planus-like eruptions, bullous pemphigoid, Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN).
③Allopurinol is one of the common drugs that causes severe drug allergic reactions (such as SJS/TEN) in Chinese people. Research in Taiwan has found that it is strongly related to HLA-B*5801.
④ Common drugs that cause fixed drug eruption include sulfonamide and tetracycline antibiotics, and nonsteroidal anti-inflammatory drugs (NSAIDs), but do not include acetaminophen.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
112,43,C,,"關於下列有環形病灶皮膚表現之疾病，下列敘述何者正確？
①Infection在erythema multiforme、erythema annular centrifugum、erythema migrans、erythema gyratum repens和erythema marginatum皆有極高關聯性。
②Erythema marginatum 在90%以上的acute rheumatic fever病人可看到，且為診斷acute rheumatic fever的American Heart Association criteria之一。
③Lip involvement在erythema multiforme minus也可以看到。
④Rowell syndrome為呈現target-like lesion的一種lupus erythematosus (LE)，但和一般LE不同，其ANA通常為negative。
A. ①　　B. ②　　C. ③　　D. ④","Regarding the following diseases with cutaneous manifestations of ring-shaped lesions, which of the following statements is correct?
①Infection has extremely high correlation in erythema multiforme, erythema annular centrifugum, erythema migrans, erythema gyratum repens and erythema marginatum.
②Erythema marginatum can be seen in more than 90% of patients with acute rheumatic fever, and is one of the American Heart Association criteria for diagnosing acute rheumatic fever.
③Lip involvement can also be seen in erythema multiforme minus.
④Rowell syndrome is a type of lupus erythematosus (LE) that presents target-like lesions, but unlike general LE, its ANA is usually negative.
A. ① B. ② C. ③ D. ④"
112,44,A,,"以下哪一個藥物及藥物可能造成的副作用配對錯誤?
①Long term penicillamine造成Kyrle disease。
②Oral contraceptives造成erythema nodosum。
③Protease inhibitor造成lipodystrophy。
④Lithium造成drug-induced acneiform eruptions。
A. ①　　B. ②　　C. ③　　D. ④","Which of the following drugs and possible side effects are paired incorrectly?
①Long term penicillamine causes Kyrle disease.
②Oral contraceptives cause erythema nodosum.
③Protease inhibitor causes lipodystrophy.
④Lithium causes drug-induced acneiform eruptions.
A. ① B. ② C. ③ D. ④"
112,45,A,,"關於scleroderma及systemic sclerosis，下列敘述何者正確？
①Scleroderma的病人，要注意有無環境因子，如vinyl chloride，epoxy resins，docetaxel。
②Systemic sclerosis病人，目前較有證據的治療是MTX，以及mycophenolate mofetil (MMF)，rituximab也可以使用在二線治療。
③Systemic sclerosis的病人，問診上要注意有無dysphagia及dyspnea。
④Morphea的光線治療，目前比較有證據的是UVA-1 and broad band UVB。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding scleroderma and systemic sclerosis, which of the following statements is correct?
①Patients with Scleroderma should pay attention to the presence of environmental factors, such as vinyl chloride, epoxy resins, and docetaxel.
②For patients with Systemic sclerosis, the currently more evidence-based treatments are MTX and mycophenolate mofetil (MMF), and rituximab can also be used as second-line treatment.
③Patients with Systemic sclerosis should pay attention to the presence of dysphagia and dyspnea during consultation.
④Morphea’s light treatment, currently the ones with more evidence are UVA-1 and broad band UVB.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
112,46,C,,"關於自體免疫水疱病，下列敘述何者正確？
①Dermatitis herpetiformis大多很癢，以dapsone治療很快就會見效，可當成therapeutic diagnosis。
②Paraneoplastic pemphigus常有口腔潰瘍，且大多有anti-desmogleins抗體，同時要注意有無Castleman disease或lymphoma。
③可能導致bullous pemphigoid的藥物，包括furosemide, penicillin, ACE inhibitor等。
④Epidermolysis bullosa acquisita (EBA)，一般是發炎的水泡，在肢端為多，經常有scar及milium formation，salt-split skin DIF是在dermal floor的部份會有IgG deposition。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding autoimmune blistering disease, which of the following statements is correct?
① Dermatitis herpetiformis is often very itchy, and treatment with dapsone will be effective soon, and can be regarded as a therapeutic diagnosis.
②Paraneoplastic pemphigus often have oral ulcers, and most of them have anti-desmogleins antibodies. At the same time, pay attention to whether there is Castleman disease or lymphoma.
③Drugs that may cause bullous pemphigoid, including furosemide, penicillin, ACE inhibitor, etc.
④Epidermolysis bullosa acquisita (EBA) is usually an inflamed blister, most often on the extremities, often with scar and milium formation. Salt-split skin DIF has IgG deposition on the dermal floor.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
112,47,A,,"關於hidradenitis suppurativa，下列敘述何者正確？
①Squamous cell carcinoma是hidradenitis suppurativa長期慢性發炎的少見併發症。
②Hidradenitis suppurativa的病因是源自於apocrine gland的發炎。
③抽菸和較低的body mass index都是hidradenitis suppurativa的危險因子。
④Hidradenitis suppurativa可以分成三個亞型：""axillary–mammary""亞型、""follicular""亞型、及""inguinal""亞型。其中""axillary–mammary"" 亞型的特徵是常伴隨epidermoid cysts、acne等病灶。
A. ①　　B. ②　　C. ③　　D. ④","Regarding hidradenitis suppurativa, which of the following statements is correct?
①Squamous cell carcinoma is a rare complication of long-term chronic inflammation of hidradenitis suppurativa.
②The cause of Hidradenitis suppurativa is inflammation of the apocrine gland.
③Smoking and lower body mass index are both risk factors for hidradenitis suppurativa.
④Hidradenitis suppurativa can be divided into three subtypes: ""axillary–mammary"" subtype, ""follicular"" subtype, and ""inguinal"" subtype. Among them, the ""axillary–mammary"" subtype is characterized by being often accompanied by epidermoid cysts, ACNE and other lesions.
A. ① B. ② C. ③ D. ④"
112,48,A,,"關於扁平苔癬(lichen planus)及其variant，下列敘述何者正確？
①臨床常見為對稱性病灶分佈在手腕屈側及手臂，比較少會出現在臉和手掌。
②Generalized lichen planus的病程通常比nongeneralized lichen planus來得久，也比較容易復發。
③Lichen planus的癢感與病灶範圍大小呈正比，但hypertrophic lichen planus除外。
④硬化性苔癬(lichen sclerosus)的病人有較高的機會合併oral lichen planus。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding lichen planus and its variants, which of the following statements is correct?
① Common clinical symptoms are symmetrical lesions distributed on the flexor side of the wrist and arms, and less frequently on the face and palms.
②The course of generalized lichen planus is usually longer than that of nongeneralized lichen planus, and it is easier to relapse.
③The itching sensation of Lichen planus is directly proportional to the size of the lesion, except for hypertrophic Lichen planus.
④Patients with lichen sclerosus have a higher chance of having oral lichen planus.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
112,49,D,,"關於radiotherapy引發之皮膚疾病，下列敘述何者錯誤？
①放射性皮膚炎(radiation dermatitis)根據Common Terminology Criteria for Adverse Events (CTCAE)可分為最嚴重的Grade 5以及最輕的Grade 1共五級。
②Radiation recall reaction屬於一種由systemic agents引起之hypersensitivity reaction，再次使用相同藥物不一定會導致復發。
③毛髮幹細胞屬於relatively high radio-sensitive cells，因此臨床上可能出現嚴重落髮之副作用。
④Radiation dermatitis僅出現在皮膚皺摺處屬於CTCAE Grade 4。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding skin diseases caused by radiotherapy, which of the following statements is incorrect?
① Radiation dermatitis can be divided into five grades according to the Common Terminology Criteria for Adverse Events (CTCAE): Grade 5, the most serious, and Grade 1, the lightest.
②Radiation recall reaction is a hypersensitivity reaction caused by systemic agents. Using the same drug again will not necessarily lead to relapse.
③Hair stem cells are relatively high radio-sensitive cells, so clinical side effects of severe hair loss may occur.
④Radiation dermatitis only appears in skin folds and is CTCAE Grade 4.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
112,50,A,,"關於lupus erythematosus (LE)，下列敘述何者正確？
①LE的手部皮膚紅疹與dermatomyositis的紅疹比較，一般比較不影響knuckles。而dermatomyositis的手部紅疹Gottron papules較易在knuckles，比較會癢。
②Chilblain LE 較容易有anti-La抗體且與雷諾氏現象較為相關。
③Discoid LE 病理下比起lichen planus發炎浸潤更深，有perivascular and periadnexal infiltration。
④Bullous LE一般是以eosinophil為主的infiltrate在papillary dermis。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding lupus erythematosus (LE), which of the following statements is correct?
① Compared with the rash of dermatomyositis, the hand skin rash of LE generally does not affect the knuckles. The hand rash of dermatomyositis, Gottron papules, is more likely to be on the knuckles and is more itchy.
②Chilblain LE is more likely to have anti-La antibodies and is more related to Raynaud's phenomenon.
③Discoid LE pathologically has deeper inflammation and infiltration than Lichen planus, with perivascular and periadnexal infiltration.
④Bullous LE is usually eosinophil-based infiltrate in papillary dermis.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,1,B,,"關於porphyria cutanea tarda，下列敘述何者錯誤？
①好發於男性。
②大多數病人都有hepatic uroporphyrinogen decarboxylase（UROD）mutation。
③病程較長的患者罹患肝癌的風險較高。
④可用低劑量hydroxychloroquine治療。
A. ①　　B. ②　　C. ③　　D. ④","Regarding porphyria cutanea tarda, which of the following statements is incorrect?
①It is more likely to occur in men.
②Most patients have hepatic uroporphyrinogen decarboxylase (UROD) mutation.
③Patients with a longer course of disease have a higher risk of developing liver cancer.
④It can be treated with low-dose hydroxychloroquine.
A. ① B. ② C. ③ D. ④"
113,2,C,,"關於radiotherapy，下列敘述何者正確？
①Radiotherapy造成的皮膚變化中，acute effects包含發炎反應跟脫皮，late effects 則包含纖維化以及皮膚附屬器萎縮。
②Radiation recall reaction可出現在任何器官，而gatifloxacin、isoniazid、levofloxacin、simvastatin等藥物皆可能造成radiation recall reactions。
③Radiotherapy可用於治療良性病兆，如keloids/hypertrophic scars，也可治療惡性腫瘤，如squamous carcinoma、basal cell carcinoma、及melanoma等。
④Radiotherapy造成secondary malignancy不少見，且大多在治療後三至五年內發生。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding radiotherapy, which of the following statements is correct?
①Among the skin changes caused by Radiotherapy, acute effects include inflammation and peeling, while late effects include fibrosis and atrophy of skin appendages.
②Radiation recall reactions can occur in any organ, and drugs such as gatifloxacin, isoniazid, levofloxacin, and simvastatin may cause radiation recall reactions.
③Radiotherapy can be used to treat benign conditions, such as keloids/hypertrophic scars, and malignant tumors, such as squamous carcinoma, basal cell carcinoma, and melanoma, etc.
④ Secondary malignancy caused by Radiotherapy is not uncommon, and most occur within three to five years after treatment.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,3,C,,"哪些孕程中發生的皮膚疾病對胎兒有風險（Dermatoses associated with fetal risk in pregnancy）？
① Pustular psoriasis of pregnancy。
② Intrahepatic cholestasis of pregnancy。
③ Pemphigoid gestationis。
④ Atopic eruption of pregnancy。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Which dermatoses associated with fetal risk in pregnancy are dermatoses associated with fetal risk in pregnancy?
① Pustular psoriasis of pregnancy.
② Intrahepatic cholestasis of pregnancy.
③ Pemphigoid gestationis.
④ Atopic eruption of pregnancy.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,4,E,,"下列藥物何者適用於改善primary focal hyperhidrosis？
①Glycopyrrolate。
②Propranolol。
③Clonidine。
④Benzodiazepines。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Which of the following drugs is suitable for improving primary focal hyperhidrosis?
①Glycopyrrolate.
②Propranolol.
③Clonidine.
④Benzodiazepines.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,5,D,,"猴痘具有下列重要特色，可做為與其他感染性水疱病，如天花或水痘等作鑑別診斷：
①更容易出現內發疹（Enanthem）。
②更容易出現全身大範圍水疱。
③更容易出現發燒。
④更容易出現淋巴結腫大情形。
A. ①　　B. ②　　C. ③　　D. ④","Monkeypox has the following important characteristics, which can be used as a differential diagnosis with other infectious blistering diseases, such as smallpox or chickenpox:
①Enanthem is more likely to occur.
②It is more likely to cause large-scale blisters all over the body.
③Fever is more likely to occur.
④ Lymph node enlargement is more likely to occur.
A. ① B. ② C. ③ D. ④"
113,6,C,,"關於皮膚外科手術傷口的處理，下列敘述何者正確？
①如果病灶太大或術後傷口太長，可以考慮執行分次切除（staged excision）。理想上第一次的切口應該涵蓋病灶的長徑。
②二期癒合（secondary intension）周圍正常皮膚的攣縮可以減少50-70%的缺損，其餘缺損則靠疤痕組織填滿。
③傳統Z形成術（Classical Z-plasty with 60° angles）可以改變疤痕的走向，並延長75%的傷口長度，以改善功能和外觀。
④全層植皮的graft需要保留部分的皮下脂肪，以幫助血液的供應。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding the management of skin surgical wounds, which of the following statements is correct?
① If the lesion is too large or the postoperative wound is too long, staged excision can be considered. Ideally, the first incision should cover the long diameter of the lesion.
②Secondary healing (secondary intension) The contracture of surrounding normal skin can reduce the defect by 50-70%, and the remaining defect is filled with scar tissue.
③ Classical Z-plasty with 60° angles can change the direction of the scar and extend the wound length by 75% to improve function and appearance.
④ Full-thickness skin grafting needs to retain part of the subcutaneous fat to help blood supply.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,7,A,,"關於肉毒桿菌素注射，下列敘述何者錯誤？
①肉毒桿菌素注射引發的眼瞼下垂（eyelid ptosis）可使用apraclonidine眼藥水放鬆Müller muscle來改善。
②較困擾的副作用是注射抬頭紋所造成的眉毛下垂（eyebrow ptosis），將注射點位於距離眼眶骨上緣至少1公分處可以避免此狀況發生。
③在A型肉毒桿菌素中，不同廠牌的肉毒桿菌素的單位效價不同。
④有些人的魚尾紋較深較長，但注射點仍不可低於顴骨隆突處（malar eminence）。
A. ①　　B. ②　　C. ③　　D. ④","Regarding Botox injections, which of the following statements is incorrect?
① Eyelid ptosis caused by botulinum toxin injection can be improved by using apraclonidine eye drops to relax the Müller muscle.
②The most troublesome side effect is eyebrow ptosis caused by injection of forehead wrinkles. This can be avoided by positioning the injection point at least 1 cm away from the upper edge of the orbital bone.
③In type A botulinum toxin, the unit potency of different brands of botulinum toxin is different.
④Some people have deeper and longer crow’s feet, but the injection point should not be lower than the malar eminence.
A. ① B. ② C. ③ D. ④"
113,8,A,,"關於Bowen disease及Bowenoid papulosis之鑑別診斷，下列敘述何者錯誤？
①Digital/Periungual Bowen disease和HPV5感染較為相關；Bowenoid papulosis與HPV16,18,33感染較為相關。
②Bowen disease主要好發60歲以上老人；Bowenoid papulosis好發於年輕人及中年人。
③病理下Bowen disease不會侵犯basement membrane但有可能侵犯皮內之部分附屬構造；病理下Bowenoid papulosis的特徵為cellular atypia, disordered maturation, mitotic figures。
④長在生殖器附近的Bowen disease，合併cervical or anal cancer的機率較高；Bowenoid papulosis會提高cervical or vulvar SCC的機會。
A. ①　　B. ②　　C. ③　　D. ④","Regarding the differential diagnosis of Bowen disease and Bowenoid papulosis, which of the following statements is incorrect?
①Digital/Periungual Bowen disease is more related to HPV5 infection; Bowenoid papulosis is more related to HPV16, 18, and 33 infection.
②Bowen disease mainly affects people over 60 years old; Bowenoid papulosis mainly affects young people and middle-aged people.
③ Pathologically, Bowen disease will not invade the basement membrane but may invade some accessory structures in the skin; pathologically, Bowenoid papulosis is characterized by cellular atypia, disordered maturation, and mitotic figures.
④ Bowen disease that grows near the genitals has a higher chance of being combined with cervical or anal cancer; Bowenoid papulosis will increase the chance of cervical or vulvar SCC.
A. ① B. ② C. ③ D. ④"
113,9,A,,"關於Epidermodysplasia verruciformis（EV），下列敘述何者正確？
①帶有EVER1, EVER2突變的細胞較容易感染beta-HPV，例如HPV-5和HPV-8。
②EV-plane warts常見的部位為頭頸部。
③Late-onset EV可能和細胞免疫缺損相關，如HIV或器官移植患者。
④大部分的患者在青春期時會從EV病灶長出皮膚癌，尤其是陽光曝曬的部位或肢端。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding Epidermodysplasia verruciformis (EV), which of the following statements is correct?
① Cells with EVER1 and EVER2 mutations are more susceptible to beta-HPV infection, such as HPV-5 and HPV-8.
②The common site of EV-plane warts is the head and neck.
③Late-onset EV may be related to cellular immune deficiency, such as HIV or organ transplant patients.
④Most patients will develop skin cancer from EV lesions during adolescence, especially in sun-exposed areas or extremities.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,10,C,,"在診斷雷諾現象（Raynaud Phenomenon）時，哪一項檢查對預測其轉變為系統性硬化症（Systemic Sclerosis, SSc）最具預測性？
①全血計數。
②抗核抗體測試。
③甲床微血管鏡檢查。
④指尖溫度測量。
A. ①　　B. ②　　C. ③　　D. ④","When diagnosing Raynaud Phenomenon, which test is most predictive of its progression to systemic sclerosis (SSc)?
① Complete blood count.
②Antinuclear antibody test.
③Nail bed microvasculoscopy.
④Fingertip temperature measurement.
A. ① B. ② C. ③ D. ④"
113,11,E,,"關於色素性癢疹（prurigo pigmentosa，以下簡稱PP），下列敘述何者正確？
①PP的特徵是伴隨搔癢的對稱性紅斑點和丘疹，後期表現為網狀色素沉著。
②PP在20多歲的年輕女性最為常見。
③建議使用Minocycline或doxycycline或dapsone進行治療。
④PP與confluent reticulated papulomatosis（CRP）的差異在於CRP沒有前驅紅疹（preceding erythematous papules）。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding prurigo pigmentosa (hereinafter referred to as PP), which of the following statements is correct?
①PP is characterized by symmetrical erythema and papules accompanied by itching, and later manifests as reticular pigmentation.
②PP is most common among young women in their 20s.
③It is recommended to use Minocycline or doxycycline or dapsone for treatment.
④The difference between PP and confluent reticulated papulomatosis (CRP) is that CRP does not have preceding erythematous papules.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,12,C,,"關於脂肪皮膚硬化症（lipodermatosclerosis），下列敘述何者正確？
①臨床特徵為下肢皮膚色素增加、疼痛、硬化合併傷口。
②大部分的病人體重都超出標準體重。
③假定被診斷為雙下肢蜂窩性組織炎，脂肪皮膚硬化症要列入鑑別診斷。
④pentoxifylline並不是適當的治療藥物。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding lipodermatosclerosis, which of the following statements is correct?
①Clinical features include increased skin pigmentation, pain, hardening and wounds on the skin of the lower limbs.
②Most patients are overweight.
③ Assuming that cellulitis of both lower limbs is diagnosed, lipodermatosclerosis should be included in the differential diagnosis.
④Pentoxifylline is not an appropriate treatment drug.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,13,D,,"關於藥物所造成水疱病，以下敘述何者錯誤？
①癌症免疫療法藥物immune checkpoint inhibitor with anti–programmed cell death receptor 1（anti–PD-1），腫瘤壞死因子阻斷劑etanercept和利尿劑furosemide皆可能誘發bullous pemphigoid。
②攝入碘化物可能會加重或引發dermatitis herpetiformis的症狀，在以前可當作一種診斷的方式。
③在藥物引發的linear IgA bullous dermatosis中，vancomycin是最常見的誘發藥物。
④在藥物引發的pemphigus中，penicillin與captopril是最常見的誘發藥物。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding blisters caused by drugs, which of the following statements is incorrect?
①Cancer immunotherapy drugs immune checkpoint inhibitor with anti-programmed cell death receptor 1 (anti-PD-1), tumor necrosis factor blocker etanercept and diuretic furosemide may induce bullous pemphigoid.
② Ingestion of iodide may aggravate or trigger the symptoms of dermatitis herpetiformis, which was used as a diagnostic method in the past.
③In drug-induced linear IgA bullous dermatosis, vancomycin is the most common inducing drug.
④ Among drug-induced pemphigus, penicillin and captopril are the most common inducing drugs.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,14,B,,"關於皮膚治療的描述，下列敘述何者錯誤？
①Deoxycholate是一種FDA認證可以做為chemical adipocytolysis使用的清潔劑（detergent）。
②當患者對刺青顏料產生過敏反應時，應優先考慮使用Q-switched雷射治療。
③非侵入式緊膚儀器產生緊實效果的機轉包括脂肪纖維縱隔收縮與SMAS筋膜層（superficial muscular aponeurotic system）收縮、膠原蛋白增生。
④如果使用酒精類消毒劑，手術區域在施行electrocautery手術前應晾乾至少90秒。
A. ①　　B. ②　　C. ③　　D. ④","Regarding the description of skin treatment, which of the following statements is incorrect?
①Deoxycholate is an FDA-certified detergent that can be used for chemical adipocytolysis.
②When patients have allergic reactions to tattoo pigments, Q-switched laser treatment should be given priority.
③The mechanism by which non-invasive skin tightening equipment produces a firming effect includes mediastinal contraction of fat fibers, contraction of the SMAS fascia layer (superficial muscular aponeurotic system), and collagen hyperplasia.
④If alcohol-based disinfectants are used, the surgical area should be allowed to dry for at least 90 seconds before performing electrocautery surgery.
A. ① B. ② C. ③ D. ④"
113,15,C,,"關於皮膚外科手術的描述，下列敘述何者錯誤？
①指甲手術時使用distal digital block麻醉，疼痛度較proximal digital block高，但是作用快速，適合用在全指甲拔除術。
②施行完靜脈內雷射手術之後，需要注射稀釋的lidocaine（腫脹液tumescent）在大隱靜脈周圍，來止痛與減少深部靜脈栓塞。
③指甲手術使用proximal digital block時，可以注射6毫升的局部麻醉藥，形成止血帶效應（tourniquet effect），來防止血流過多，影響手術視野。
④手術時，裝心臟節律器或植入式去顫器的病人應使用electrocautery方式止血。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding the description of skin surgery, which of the following statements is incorrect?
① Distal digital block is used for anesthesia during nail surgery. The pain is higher than that of proximal digital block, but it works quickly and is suitable for total nail removal.
②After intravenous laser surgery, dilute lidocaine (tumescent fluid) needs to be injected around the great saphenous vein to relieve pain and reduce deep vein thrombosis.
③When proximal digital block is used for nail surgery, 6 ml of local anesthetic can be injected to form a tourniquet effect to prevent excessive blood flow and affect the surgical field of view.
④During surgery, patients with cardiac pacemakers or implantable defibrillators should use electrocautery to stop bleeding.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,16,D,,"關於皮膚外科手術的描述，下列敘述何者正確？
①FTSG（Full-thickness skin grafts）呈現黑色時，代表植皮已壞死，需要給予清創治療，才能加速癒合避免攣縮。
②STSG（Split-thickness skin grafts）使用meshing的好處包括減少血腫、增加存活率、減少攣縮。
③FTSG的傷口外觀與功能都比STSG好，適合使用在軟骨與肌腱上。
④相較於FTSG，STSG的優點是可以早期偵測腫瘤復發。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding the description of skin surgery, which of the following statements is correct?
①When FTSG (Full-thickness skin grafts) appear black, it means that the skin graft has become necrotic and requires debridement treatment to accelerate healing and avoid contracture.
②The benefits of using mesh with STSG (Split-thickness skin grafts) include reducing hematoma, increasing survival rate, and reducing contracture.
③FTSG has better wound appearance and function than STSG, and is suitable for use on cartilage and tendons.
④ Compared with FTSG, the advantage of STSG is that it can detect tumor recurrence early.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,17,D,,"下列敘述何者錯誤？
①Povidone-Iodine塗抹後需要幾分鐘才能有殺菌作用，而且接觸血液會降低Povidone-Iodine的殺菌作用。
②Povidone-Iodine能使碘游離出來，破壞病原體細胞膜，產生殺菌作用。
③Chlorhexidine塗抹後幾乎立即有殺菌作用，而且殺菌效果可以持續幾個小時。
④Chlorhexidine有廣效的殺菌力，對格蘭氏陽性菌、格蘭氏陰性菌、病毒、黴菌與分枝桿菌均具殺菌作用。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Which of the following statements is wrong?
① It takes several minutes for Povidone-Iodine to have a bactericidal effect after application, and contact with blood will reduce the bactericidal effect of Povidone-Iodine.
② Povidone-Iodine can free iodine, destroy pathogen cell membranes, and produce bactericidal effects.
③Chlorhexidine has a bactericidal effect almost immediately after application, and the bactericidal effect can last for several hours.
④Chlorhexidine has a broad bactericidal effect on Gram-positive bacteria, Gram-negative bacteria, viruses, molds and mycobacteria.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,18,B,,"關於autoinflammatory disorders，下列敘述何者正確？
①Schnitzler syndrome的病人常合併有IgG gammopathy，也可能有lymphoproliferative disorder。
②Schnitzler syndrome的病人常出現發燒，關節痛，骨頭痛，淋巴結及肝脾腫大。
③Cryopyrin associated periodic syndrome（CAPS）會出現蕁麻疹症狀，對抗組織胺的反應佳。
④TNF-α抑制劑是治療CAPS最有效的生物製劑。
A. ①　　B. ②　　C. ③　　D. ④","Regarding autoinflammatory disorders, which of the following statements is correct?
①Patients with Schnitzler syndrome often have IgG gammopathy and may also have lymphoproliferative disorder.
②Patients with Schnitzler syndrome often experience fever, joint pain, bone headache, and enlarged lymph nodes and hepatosplenomegaly.
③Cryopyrin associated periodic syndrome (CAPS) will have symptoms of urticaria and responds well to antihistamines.
④TNF-α inhibitors are the most effective biological agents for treating CAPS.
A. ① B. ② C. ③ D. ④"
113,19,E,,"關於乾癬患者指甲變化，下列敘述何者正確？
①Psoriatic arthritis之患者nail involvement比例比單純psoriasis vulgaris者更高。
②Nail pitting最為常見。
③Oil spots最具有特異性。
④Splinter hemorrhage的成因類似皮膚上的Auspitz sign。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding the nail changes in patients with psoriasis, which of the following statements is correct?
①Patients with Psoriatic arthritis have a higher proportion of nail involvement than those with simple psoriasis vulgaris.
②Nail pitting is the most common.
③Oil spots are the most specific.
④The cause of Splinter hemorrhage is similar to the Auspitz sign on the skin.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
